id,code,platform,total,average,std_deviation,ucl,date,second_notify,valid
28893,8215,1.0,7,0.3,1.09,5.52,7/10/2020 18:00,no,no
28894,8215,1.0,14,1.13,2.75,13.91,7/10/2020 18:00,no,no
28895,6460,1.0,163,6.13,22.53,98.25,7/10/2020 18:00,no,no
28896,6434,1.0,63,3.03,9.89,41.03,7/10/2020 18:00,no,no
28897,5411,1.0,13,0.53,1.49,7.14,7/10/2020 18:00,no,no
28898,5397,1.0,11,0.23,1.5,8,7/10/2020 18:00,no,no
28899,5226,1.0,21,0.4,3,15,7/10/2020 18:00,no,no
28900,5226,1.0,9,0.2,1,6,7/10/2020 18:00,no,no
28901,5206,1.0,86,19.03,16.45,69.74,7/10/2020 18:00,no,no
28902,2305,1.0,96,11.37,20.69,81.02,7/10/2020 18:00,no,no
28903,2304,1.0,213,31.8,33.96,141.64,7/10/2020 18:00,no,no
28904,2119,1.0,19,0.6,2.96,13.37,7/10/2020 18:00,no,no
28905,2111,1.0,156,28.43,31.13,126.21,7/10/2020 18:00,no,no
28906,2100,1.0,26,3.6,5.12,23.07,7/10/2020 18:00,no,no
28907,2100,1.0,34,12.53,6.22,32.58,7/10/2020 18:00,no,no
28908,1880,1.0,76,10.23,16.74,68.28,7/10/2020 18:00,no,no
28909,1853,1.0,75,5.6,11.21,46.57,7/10/2020 18:00,no,no
28910,1271,1.0,38,4.77,9.03,37.29,7/10/2020 18:00,no,no
28911,1240,1.0,111,12.53,12.12,52.03,7/10/2020 18:00,no,no
28912,1219,1.0,65,9.57,11.47,50.36,7/10/2020 18:00,no,no
28913,605,1.0,58,5.8,9.29,37.52,7/10/2020 18:00,no,no
28914,605,1.0,32,1.93,5.91,27.39,7/10/2020 18:00,no,no
28915,605,1.0,341,84.77,76.91,315.51,7/10/2020 18:00,no,no
28916,605,1.0,46,8.77,9.55,41.17,7/10/2020 18:00,no,no
28917,532,1.0,42,4.47,6.59,34.66,7/10/2020 18:00,no,no
28918,503,1.0,4,0.13,0.47,2.75,7/10/2020 18:00,no,no
28919,503,1.0,56,6.33,10.98,48.76,7/10/2020 18:00,no,no
28920,1300721,0.0,24,0.2,0.87,4.1,7/10/2020 18:00,no,no
28921,10103,0.0,13,0.3,0.45,2.64,7/10/2020 18:00,no,no
28922,111118,0.0,25,1.37,3.98,15.09,7/10/2020 18:00,no,no
28923,9722,0.0,9,0.33,1.7,8.43,7/10/2020 18:00,no,no
28924,9306,0.0,20,0.17,0.94,4.5,7/10/2020 18:00,no,no
28925,5104,0.0,108,2.27,2.63,11.9,7/10/2020 18:00,no,no
28926,2720,0.0,19,3.8,4.03,18.08,7/10/2020 18:00,no,no
28927,2119,0.0,26,2.97,3.12,14.3,7/10/2020 18:00,no,no
28928,1899,0.0,8,0.23,0.5,5,7/10/2020 18:00,no,no
28929,1880,0.0,39,12.33,8.04,36.87,7/10/2020 18:00,no,no
28930,1879,0.0,18,1.13,4.41,17.48,7/10/2020 18:00,no,no
28931,605,1.0,26,3.6,4.87,25.85,7/10/2020 18:00,no,no
28932,1518,0.0,15,0.27,1,7,7/10/2020 18:00,no,no
28933,1456,0.0,8,1.07,1.24,6.63,7/10/2020 18:00,no,no
28934,1412,0.0,6,0.53,1.12,5.35,7/10/2020 18:00,no,no
28935,1412,0.0,13,0.8,2.12,9.36,7/10/2020 18:00,no,no
28936,1405,0.0,20,0.33,1.1,5.29,7/10/2020 18:00,no,no
28937,1306,0.0,14,1.1,2.1,8.83,7/10/2020 18:00,no,no
28938,1271,0.0,28,1.5,4.61,19.45,7/10/2020 18:00,no,no
28939,1240,0.0,103,18.47,27.46,102.9,7/10/2020 18:00,no,no
28940,1240,0.0,36,3.77,5.63,22.02,7/10/2020 18:00,no,no
28941,1139,0.0,11,0.23,1.25,6.07,7/10/2020 18:00,no,no
28942,1103,0.0,6,0.53,1.12,5.35,7/10/2020 18:00,no,no
28943,5382,1.0,23,1.07,3.39,21.56,7/10/2020 18:00,no,no
28944,2111,0.0,41,12.1,8.81,38.52,7/10/2020 19:00,no,no
28945,8212,0.0,37,19.57,5.48,35.99,7/10/2020 20:00,no,no
28946,10102,1.0,46,10.07,9.05,43.06,7/10/2020 20:00,no,no
28947,9265,1.0,39,3.8,6.83,31.89,7/10/2020 20:00,no,no
28948,5206,1.0,57,15.87,13.21,56.04,7/10/2020 20:00,no,no
28949,605,1.0,500,113.23,122.06,479.41,7/10/2020 20:00,no,no
28950,9914,1.0,411,47.43,76.12,346.95,7/10/2020 20:00,no,no
28951,8126,0.0,7,0.17,0.5,4.5,7/10/2020 20:00,no,no
28952,5384,1.0,86,24.17,11.79,71.32,7/10/2020 20:00,no,no
28953,5384,1.0,16,0.37,2.36,13.09,7/10/2020 20:00,no,no
28954,1245,1.0,25,1.67,3.74,20.54,7/10/2020 20:00,no,no
28955,9222,1.0,17,3.07,3.7,16.85,7/10/2020 21:00,no,no
28956,9215,1.0,41,17.97,7.18,40.13,7/10/2020 21:00,no,no
28957,5226,1.0,6,0.5,0.63,4.9,7/10/2020 21:00,no,no
28958,103,1.0,18,0.17,1.5,7,7/10/2020 21:00,no,no
28959,605,1.0,458,97.87,84.71,436.71,7/10/2020 21:00,no,no
28960,605,1.0,61,11.27,9.6,51.92,7/10/2020 21:00,no,no
28961,9265,1.0,790,268.87,164.81,763.31,7/10/2020 21:00,no,no
28962,7891,1.0,85,13.6,17.04,80.27,7/10/2020 21:00,no,no
28963,1924,1.0,175,50.3,32.88,150.67,7/10/2020 21:00,no,no
28964,1457,1.0,244,87,51.23,240.7,7/10/2020 21:00,no,no
28965,1300721,0.0,24,5.17,5.28,22.57,7/10/2020 21:00,no,no
28966,1231,1.0,13,2.6,2.54,12.81,7/10/2020 21:00,no,no
28967,8215,0.0,82,35.07,15.59,81.83,7/10/2020 21:00,no,no
28968,8125,0.0,44,22.13,7.25,43.87,7/10/2020 22:00,no,no
28969,1390,0.0,17,2.77,3.29,13.64,7/10/2020 22:00,no,no
28970,103,1.0,144,45.73,31.05,138.88,7/10/2020 22:00,no,no
28971,5227,0.0,9,0.23,0.94,5.16,7/10/2020 22:00,no,no
28972,1455,0.0,8,0.47,1.6,7.13,7/10/2020 22:00,no,no
28973,1155,0.0,55,27.63,8.8,54.02,7/10/2020 22:00,no,no
28974,1231,0.0,32,3.2,4.74,22.23,7/10/2020 23:00,no,no
28975,1225,1.0,60,20.53,9.84,59.9,7/10/2020 23:00,no,no
28976,1240,0.0,36,7.93,7.38,31.65,8/10/2020 1:00,no,no
28977,1310,1.0,23,0.6,2,15,8/10/2020 3:00,no,no
28978,2159,0.0,8,0.1,0.5,3,8/10/2020 3:00,no,no
28979,1541,0.0,6,0.37,0.9,4.53,8/10/2020 3:00,no,no
28980,1480,0.0,8,0.8,1.5,7.92,8/10/2020 3:00,no,no
28981,1224,1.0,18,0.5,2.1,11.39,8/10/2020 3:00,no,no
28982,1224,0.0,8,0.6,0.47,3.89,8/10/2020 3:00,no,no
28983,5103,0.0,3,0.17,0.43,2.98,8/10/2020 3:00,no,no
28984,120403,1.0,23,1.3,2.16,19.48,8/10/2020 5:00,no,no
28985,1104,0.0,38,6.93,8.51,35.44,8/10/2020 5:00,no,no
28986,9722,1.0,39,1.3,8.07,33.97,8/10/2020 6:00,no,no
28987,1155,1.0,5,0.5,0.76,4.79,8/10/2020 6:00,no,no
28988,605,1.0,16,1.27,3.6,15.54,8/10/2020 6:00,no,no
28989,605,1.0,6,0.17,0.5,4,8/10/2020 6:00,no,no
28990,605,1.0,53,9.6,12.75,51.98,8/10/2020 6:00,no,no
28991,6703,1.0,10,0.3,1.63,7.9,8/10/2020 6:00,no,no
28992,605,1.0,7,0.23,0.94,5.16,8/10/2020 6:00,no,no
28993,1224,0.0,6,0.37,0.69,4.58,8/10/2020 6:00,no,no
28994,5226,1.0,12,1.3,2.26,11.66,8/10/2020 7:00,no,no
28995,8721,0.0,33,2.87,2.12,9.94,8/10/2020 7:00,no,no
28996,1134,0.0,11,0.43,1.92,9.01,8/10/2020 7:00,no,no
28997,1155,1.0,14,2.13,2.23,11.63,8/10/2020 8:00,no,no
28998,1899,1.0,62,1,5.72,27.15,8/10/2020 9:00,no,no
28999,120403,0.0,15,0.83,2.01,8.54,8/10/2020 9:00,no,no
29000,1306,0.0,20,3.4,5.11,19.97,8/10/2020 9:00,no,no
29002,1933,1.0,24,1,2.68,14.05,8/10/2020 10:00,no,no
29003,1876,1.0,84,16.27,18.19,80.25,8/10/2020 10:00,no,no
29004,7902,0.0,11,0.33,1.89,8.99,8/10/2020 11:00,no,no
29005,5227,0.0,8,0.27,1,7,8/10/2020 11:00,no,no
29006,2114,0.0,20,4,3.14,16.1,8/10/2020 11:00,no,no
29007,1877,0.0,18,2.53,2.18,10.53,8/10/2020 11:00,no,no
29008,1412,0.0,44,13.4,9.5,42.85,8/10/2020 11:00,no,no
29009,1271,0.0,12,1.37,2.59,11.86,8/10/2020 11:00,no,no
29010,5450,0.0,8,0.17,1.5,7,8/10/2020 12:00,no,no
29011,9287,0.0,12,1.57,1.49,7.84,8/10/2020 12:00,no,no
29012,2720,0.0,27,4.7,6.42,26.68,8/10/2020 12:00,no,no
29014,1140,0.0,38,7.13,5.85,24.93,8/10/2020 13:00,no,no
29015,204,0.0,28,9.4,5.56,26.42,8/10/2020 13:00,no,no
29016,120405,1.0,23,1.13,4.07,19.01,8/10/2020 13:00,no,no
29017,6434,1.0,179,56.43,37.91,172.1,8/10/2020 13:00,no,no
29018,2151,1.0,49,5.9,8.03,43.75,8/10/2020 13:00,no,no
29019,2149,1.0,28,0.47,2,13,8/10/2020 13:00,no,no
29020,2142,1.0,139,31.13,20.33,96.9,8/10/2020 13:00,no,yes
29021,2102,1.0,10,0.33,1.89,8.99,8/10/2020 13:00,no,no
29022,2102,1.0,30,0.93,2.49,16.82,8/10/2020 13:00,no,no
29023,506,1.0,199,1.5,12.5,60,8/10/2020 13:00,no,no
29024,303,1.0,17,0.57,0.5,10,8/10/2020 13:00,no,no
29025,8215,0.0,26,5.13,3.83,17.66,8/10/2020 13:00,no,no
29026,2456,0.0,7,0.23,0.94,5.16,8/10/2020 13:00,no,no
29027,5253,1.0,20,2.53,3.5,18.94,8/10/2020 14:00,no,no
29028,2058,1.0,82,3.63,15.64,74.18,8/10/2020 14:00,no,no
29029,605,1.0,107,21,26.94,106.02,8/10/2020 14:00,no,no
29031,1240,0.0,43,0.23,0.37,2.28,8/10/2020 15:00,no,no
29033,6434,1.0,198,44,32.22,174.4,8/10/2020 19:00,no,no
29034,8215,1.0,223,67.3,40.13,187.69,8/10/2020 19:00,no,no
29035,1171,1.0,113,57.43,18.3,112.32,8/10/2020 21:00,no,no
29036,8215,0.0,85,26.17,13.56,80.42,8/10/2020 23:00,no,no
29037,9269,1.0,401,195.6,65.92,393.37,8/10/2020 23:00,no,no
29038,1356,0.0,69,32.73,11.9,68.45,8/10/2020 23:00,no,no
29039,603,1.0,935,200.97,181.79,753.26,9/10/2020 6:00,no,yes
29040,603,1.0,410,51.93,64.02,321.01,9/10/2020 6:00,no,yes
29041,603,1.0,354,42.13,48.5,244.56,9/10/2020 8:00,no,yes
29042,603,1.0,417,79.37,78.21,314.01,9/10/2020 8:00,no,yes
29043,603,1.0,488,73.13,89.01,362.43,9/10/2020 8:00,no,yes
29044,603,1.0,112,17.97,25.21,102.59,9/10/2020 8:00,no,yes
29045,603,1.0,1716,391.03,422.12,1657.38,9/10/2020 9:00,no,yes
29046,603,1.0,236,26.57,41.06,214.06,9/10/2020 9:00,no,yes
29047,8215,1.0,276,74.03,48.26,218.8,9/10/2020 10:00,no,yes
29048,8215,1.0,242,50.3,37.77,201.4,9/10/2020 11:00,no,no
29049,8215,1.0,168,23.17,19.51,103.8,9/10/2020 14:00,no,no
29050,103,1.0,157,44.27,26.15,148.85,9/10/2020 14:00,no,no
29051,8118,0.0,451,162.47,92.56,440.15,9/10/2020 16:00,no,yes
29052,503,1.0,572,251.73,79.01,567.75,9/10/2020 17:00,no,no
29053,111114,1.0,773,15.9,176.5,768,9/10/2020 17:00,no,no
29055,111114,1.0,879,13.9,146.5,794.5,9/10/2020 18:00,no,no
29056,1155,0.0,102,54.63,15.78,101.97,9/10/2020 19:00,no,no
29057,1234,1.0,1102,614.27,118.98,1090.21,9/10/2020 19:00,no,no
29058,10102,0.0,22,4.07,3.58,19.21,9/10/2020 20:00,no,no
29059,2077,0.0,84,29.2,13.4,82.79,9/10/2020 20:00,no,no
29060,7880,1.0,229,64.37,36.2,175.18,9/10/2020 20:00,no,no
29061,120405,0.0,3076,1877.73,384.53,3031.33,9/10/2020 20:00,no,no
29062,2119,1.0,267,58.23,48.49,254.2,9/10/2020 21:00,no,no
29063,8721,1.0,176,62.6,25.23,163.51,9/10/2020 21:00,no,no
29064,120405,0.0,3048,1576.23,349.12,2972.71,9/10/2020 22:00,no,no
29065,8292,0.0,82,42.27,12.84,80.79,9/10/2020 22:00,no,no
29066,8212,0.0,38,20.33,5.55,36.97,9/10/2020 22:00,no,no
29067,120405,0.0,335,177.63,50.68,329.68,9/10/2020 23:00,no,no
29068,2304,1.0,223,62.27,36.39,207.82,9/10/2020 23:00,no,no
29070,605,1.0,4017,917.23,978.6,3853.05,10/10/2020 8:00,no,no
29071,8215,1.0,189,29.77,38.21,185.92,10/10/2020 9:00,no,no
29072,2134,1.0,72,18.87,12.1,69.37,10/10/2020 10:00,no,no
29073,5397,0.0,81,16.23,6.37,35.34,10/10/2020 11:00,no,no
29074,605,1.0,234,33.83,47.62,228.05,10/10/2020 11:00,no,no
29075,111118,1.0,171,37.33,26.84,156.08,10/10/2020 14:00,no,no
29076,8215,1.0,464,90.57,92.39,735.452,10/10/2020 15:00,no,no
29077,10102,0.0,55,14.23,9.58,53.06,10/10/2020 17:00,no,no
29078,2148,1.0,548,163.97,95.63,546.47,10/10/2020 17:00,no,no
29079,1986,0.0,163,50,25.85,153.4,10/10/2020 20:00,no,no
29080,605,1.0,181,25.77,36.59,177.28,10/10/2020 20:00,no,no
29081,1723,0.0,59,19.17,7.08,47.47,10/10/2020 22:00,no,no
29082,1155,1.0,126,2.67,15,100,11/10/2020 12:00,no,no
29085,1723,0.0,66,24.33,12.15,60.78,11/10/2020 13:00,no,no
29086,605,1.0,50,11.83,12.07,49.85,11/10/2020 13:00,no,no
29087,1723,0.0,70,20.37,11.39,65.94,11/10/2020 14:00,no,no
29088,1155,1.0,287,26.93,59.08,431.413,11/10/2020 18:00,no,yes
29089,605,1.0,57,5.37,10.13,56.63,11/10/2020 21:00,no,no
29091,1723,0.0,103,28.13,23.75,99.37,12/10/2020 10:00,no,no
29092,8215,1.0,339,68.6,63.25,321.62,12/10/2020 12:00,no,no
29093,1723,0.0,154,23.43,19.54,101.6,12/10/2020 15:00,no,no
29094,1723,0.0,37,3.97,5.44,26.32,12/10/2020 15:00,no,no
29095,605,1.0,200,28.47,36.23,177.77,12/10/2020 15:00,no,no
29096,503,1.0,218,56.1,36.52,202.16,12/10/2020 15:00,no,no
29097,605,1.0,267,55.3,49.99,207.17,12/10/2020 16:00,no,no
29098,605,1.0,334,73.7,82.48,323.67,12/10/2020 16:00,no,no
29099,605,1.0,469,114.4,90.96,387.27,12/10/2020 16:00,no,no
29100,1234,1.0,1443,677.9,171.7,1364.68,12/10/2020 16:00,no,no
29101,2102,1.0,179,54.4,29.97,176.14,12/10/2020 16:00,no,no
29102,605,1.0,482,93.37,86.95,441.15,12/10/2020 16:00,no,no
29103,605,1.0,661,159.2,151.6,614.01,12/10/2020 17:00,no,no
29104,605,1.0,4707,1113.37,1166.93,4614.17,12/10/2020 17:00,no,no
29106,5103,0.0,66,21.3,8.86,56.75,12/10/2020 17:00,no,no
29107,111140,1.0,630,246.2,112.86,612.15,12/10/2020 19:00,no,no
29108,7214,1.0,1204,707.87,164.83,1202.35,12/10/2020 19:00,no,no
29109,2092,1.0,110,36.97,16.13,101.48,12/10/2020 19:00,no,no
29110,10103,1.0,55,2.33,4,51,12/10/2020 19:00,no,yes
29111,7214,0.0,233,106.63,27.81,217.86,12/10/2020 20:00,no,no
29112,1219,1.0,224,81.67,33.65,182.61,12/10/2020 20:00,no,no
29113,10103,0.0,130,37.47,24.41,129.44,12/10/2020 20:00,no,no
29114,8118,1.0,170,52.63,27.31,161.87,12/10/2020 21:00,no,no
29115,2115,1.0,279,143.7,43.48,274.13,12/10/2020 21:00,no,no
29116,605,1.0,709,158.37,166.12,1324.39,12/10/2020 21:00,no,no
29117,605,1.0,13109,3928.43,3045.47,13064.8,12/10/2020 22:00,no,no
29118,605,1.0,1614,384.77,357.25,2913.04,12/10/2020 22:00,no,no
29119,1723,0.0,415,207.97,66.84,408.48,12/10/2020 22:00,no,no
29120,1249,1.0,263,140.6,30.34,261.95,12/10/2020 22:00,no,no
29121,2102,0.0,772,493.53,68.21,766.38,12/10/2020 23:00,no,no
29122,605,1.0,160,34.37,26.04,139.73,12/10/2020 23:00,no,no
29123,605,1.0,361,80.43,65.77,346.3,12/10/2020 23:00,no,no
29124,605,1.0,183,40.47,33.62,174.96,12/10/2020 23:00,no,no
29125,1155,1.0,294,26.77,60.05,220.29,12/10/2020 23:00,no,no
29126,605,1.0,167,33.63,31.36,165.79,12/10/2020 23:00,no,no
29127,10103,0.0,80,21.1,15.84,79.18,12/10/2020 23:00,no,no
29128,1366,0.0,98,52.2,14.53,95.78,12/10/2020 23:00,no,no
29129,8215,0.0,479,111.27,75.31,416.33,13/10/2020 02:00,no,no
29130,5357,0.0,475,12.17,104.77,471.23,13/10/2020 02:00,no,no
29131,5357,1.0,474,6.17,68.5,366.5,13/10/2020 02:00,no,no
29132,5357,1.0,2453,50.17,491.21,2341.08,13/10/2020 02:00,no,no
29134,2305,1.0,160,16.57,25.74,129.13,13/10/2020 05:00,no,no
29135,2305,1.0,153,12.27,30.88,148.05,13/10/2020 05:00,no,yes
29138,8215,0.0,608,152.57,55.32,373.87,13/10/2020 06:00,no,no
29139,8215,1.0,474,105.6,69.96,315.49,13/10/2020 06:00,no,no
29140,2305,1.0,252,26.5,25.66,113.12,13/10/2020 06:00,no,no
29141,8215,1.0,473,103.47,69.15,380.07,13/10/2020 06:00,no,no
29142,5230,0.0,88,37.6,12.34,86.95,13/10/2020 10:00,no,no
29143,1240,0.0,53,20.73,7.95,52.51,13/10/2020 10:00,no,no
29144,2305,1.0,373,74.13,52.42,467.896,13/10/2020 11:00,no,no
29145,1300721,0.0,38,2.73,5.91,28.48,13/10/2020 14:00,no,no
29146,5103,0.0,44,16.63,6.47,42.53,13/10/2020 14:00,no,no
29147,2305,0.0,91,33.23,18.67,89.24,13/10/2020 15:00,no,no
29150,5103,0.0,150,57.47,22.21,146.3,13/10/2020 17:00,no,no
29151,8212,0.0,59,21.17,6.66,47.8,13/10/2020 18:00,no,no
29152,2305,1.0,398,23.5,56.72,423.269,13/10/2020 18:00,no,no
29153,1723,0.0,204,36.97,51.97,192.87,13/10/2020 18:00,no,no
29154,1723,0.0,49,12.17,6.65,39.19,13/10/2020 19:00,no,no
29155,1723,0.0,200,30.7,42.32,199.97,13/10/2020 21:00,no,no
29156,1723,0.0,147,22.8,23.48,93.25,14/10/2020 05:00,no,no
29157,1723,0.0,49,6,9.84,46.29,14/10/2020 09:00,no,no
29158,7214,1.0,126,51.53,18.2,124.32,14/10/2020 09:00,no,no
29159,607,1.0,405,35.83,49.39,264.75,14/10/2020 10:00,no,no
29167,1723,0.0,84,25.53,10.36,66.96,14/10/2020 12:00,no,no
29169,103,1.0,253,128.37,30.42,250.04,14/10/2020 13:00,no,no
29170,2077,1.0,266,154.8,35.54,261.42,14/10/2020 13:00,no,yes
29172,1723,0.0,252,44.43,63.16,233.92,14/10/2020 13:00,no,no
29173,2077,1.0,268,119.13,29.93,238.87,14/10/2020 14:00,no,yes
29174,2077,0.0,463,262.83,61,445.84,14/10/2020 15:00,no,yes
29175,2077,0.0,424,207.4,45.51,389.43,14/10/2020 16:00,no,no
29176,1723,0.0,273,37.33,53.46,251.19,14/10/2020 16:00,no,no
29177,5103,0.0,101,25.83,17.5,95.82,14/10/2020 16:00,no,no
29178,1240,0.0,69,9.17,13.35,67.16,14/10/2020 17:00,no,no
29179,1723,0.0,63,13.3,9.4,51.37,14/10/2020 17:00,no,no
29180,2102,1.0,358,113.27,60.43,355,14/10/2020 19:00,no,no
29181,534,1.0,197,50.27,37.71,165.14,14/10/2020 19:00,no,no
29182,7902,1.0,70,23.67,10.73,67.41,14/10/2020 21:00,no,no
29183,2104,0.0,25,8.83,3.76,24.17,14/10/2020 21:00,no,no
29184,5230,1.0,821,352.77,91.43,627.05,14/10/2020 21:00,no,no
29185,5230,1.0,638,154.67,59.75,393.68,14/10/2020 21:00,no,yes
29186,2100,1.0,26,7.07,4.22,25.38,14/10/2020 21:00,no,no
29187,6422,1.0,444,162.87,68.55,437.05,14/10/2020 22:00,no,no
29188,2113,1.0,337,123.67,67.83,327.15,14/10/2020 22:00,no,no
29189,10102,0.0,40,10.77,6.7,38.77,14/10/2020 22:00,no,no
29190,1279,0.0,53,20.5,6.9,48.11,14/10/2020 22:00,no,no
29191,1155,0.0,611,318.23,65.78,581.37,14/10/2020 22:00,no,yes
29192,503,1.0,319,31.1,72.43,310.6,14/10/2020 22:00,no,no
29193,1279,1.0,1207,627.63,160.62,1109.5,14/10/2020 23:00,no,no
29194,7880,1.0,400,119.8,82.67,367.82,15/10/2020 05:00,no,yes
29195,1723,0.0,121,29.7,13.38,83.22,15/10/2020 14:00,no,no
29196,2304,0.0,154,58.33,30.83,150.83,15/10/2020 16:00,no,no
29197,2077,1.0,499,169.57,93.81,450.99,15/10/2020 17:00,no,no
29198,1723,0.0,318,138.83,59.71,317.95,15/10/2020 17:00,no,no
29199,2077,1.0,489,131.83,84.08,468.13,15/10/2020 18:00,no,no
29200,1155,0.0,66,25.4,9.85,64.8,15/10/2020 19:00,no,no
29201,2058,1.0,162,22.9,21.74,121.29,15/10/2020 20:00,no,yes
29202,2077,1.0,108,27.93,18.01,100.95,15/10/2020 20:00,no,no
29203,2077,0.0,107,25.4,19.83,104.71,15/10/2020 21:00,no,no
29205,8215,0.0,204,93.87,23.47,187.74,16/10/2020 13:00,no,no
29207,10102,0.0,679,330.4,105.17,645.9,16/10/2020 14:00,no,no
29208,2100,0.0,50,7.4,10,48.56,16/10/2020 18:00,no,no
29209,1566,0.0,224,117.03,35.15,222.49,16/10/2020 19:00,no,no
29210,10102,0.0,287,126.33,39.92,286.03,16/10/2020 19:00,no,no
29211,10102,0.0,41,5.6,4.25,23.24,16/10/2020 20:00,no,no
29213,1155,1.0,256,23.4,42.91,152.92,17/10/2020 14:00,no,no
29214,120404,0.0,107,16.73,11.49,63.27,19/10/2020 10:00,no,no
29215,2111,0.0,117,44.8,23.45,116.7,19/10/2020 15:00,no,no
29216,2102,0.0,71,15.67,13.21,69.05,19/10/2020 17:00,no,no
29217,7214,0.0,1253,687.93,179.43,1249.93,19/10/2020 21:00,no,no
29218,1240,0.0,332,58.03,55.54,282.2,19/10/2020 21:00,no,no
29221,2100,0.0,78,18.13,11.16,63.38,20/10/2020 07:00,no,no
29224,8215,0.0,112,41.9,15.29,104.52,20/10/2020 09:00,no,no
29225,120404,0.0,116,20.53,21.99,109.21,20/10/2020 09:00,no,no
29226,1155,1.0,378,53.07,95.2,338.67,20/10/2020 13:00,no,no
29227,1155,1.0,330,29,21.87,304.98,20/10/2020 13:00,no,no
29228,1234,0.0,256,111.33,28.35,228.57,20/10/2020 14:00,no,no
29229,103,1.0,102,22.17,12.57,75.85,20/10/2020 16:00,no,no
29230,8215,1.0,129,70.13,17.66,123.11,20/10/2020 16:00,no,no
29231,8215,0.0,174,94.07,24.86,171.88,20/10/2020 20:00,no,no
29232,103,1.0,145,55.6,29.62,144.45,20/10/2020 20:00,no,no
29234,605,1.0,115,36.43,23.99,109.65,20/10/2020 22:00,no,no
29235,605,1.0,69,16.6,15.92,66.2,20/10/2020 22:00,no,no
29236,2100,0.0,209,99,30.2,386,20/10/2020 22:00,no,no
29240,1240,0.0,453,67.63,75.07,370.23,21/10/2020 09:00,no,no
29245,1240,0.0,260,113,35.09,257.27,21/10/2020 15:00,no,no
29247,2102,1.0,376,157.03,53.73,371.96,21/10/2020 22:00,no,no
29248,7880,1.0,521,153.3,119.94,518.42,21/10/2020 23:00,no,no
29249,2092,1.0,187,4.13,31.81,152.03,21/10/2020 23:00,no,no
29250,2111,1.0,150,45.23,25.05,145.45,21/10/2020 23:00,no,no
29253,1723,1.0,168,48.1,29.02,164.18,22/10/2020 12:00,no,no
29254,8573,1.0,218,61.6,38.87,217.08,22/10/2020 13:00,no,no
29255,9210,0.0,87,28.8,14.04,85.96,22/10/2020 14:00,no,no
29256,2092,0.0,96,39.5,16.85,91.42,22/10/2020 17:00,no,no
29258,1171,1.0,1088,347.83,69.54,626.01,22/10/2020 21:00,no,yes
29264,1385,1.0,92,28.27,15.19,76.98,23/10/2020 13:00,no,no
29265,1171,1.0,3275,503.27,801.4,2907.47,23/10/2020 14:00,no,no
29266,1171,1.0,4087,495.5,798.28,3688.6,23/10/2020 16:00,no,no
29267,2100,1.0,344,153.27,56.54,322.9,23/10/2020 16:00,no,no
29268,1219,1.0,242,110.73,30.66,233.36,23/10/2020 16:00,no,no
29269,2095,1.0,212,81.47,32.38,210.99,23/10/2020 16:00,no,no
29274,8134,0.0,78,11.27,11.14,52.21,23/10/2020 18:00,no,no
29275,2304,0.0,266,142.77,37.33,259.69,23/10/2020 18:00,no,no
29276,1156,1.0,231,4.87,46.46,215.02,23/10/2020 19:00,no,no
29277,120405,0.0,3327,1783.87,474.98,3270.33,23/10/2020 23:00,no,no
29279,120405,0.0,206,81.97,35.62,191.65,24/10/2020 22:00,no,no
29280,1171,1.0,5691,753.23,1539.52,5371.81,24/10/2020 22:00,no,no
29281,1155,1.0,109,20.37,9.17,104.57,25/10/2020 18:00,no,no
29283,1247,1.0,399,194.43,49.01,390.45,25/10/2020 19:00,no,no
29285,2100,1.0,101,38.17,14.32,95.45,26/10/2020 01:00,no,no
29286,8215,1.0,93,35.17,15.29,81.04,26/10/2020 02:00,no,no
29287,8215,1.0,112,32.5,14.57,90.79,26/10/2020 03:00,no,yes
29288,1385,1.0,121,33.07,23.09,106.01,26/10/2020 09:00,no,no
29289,9204,1.0,141,59.23,24.77,133.55,26/10/2020 11:00,no,no
29291,9204,1.0,115,36.5,18.1,108.91,26/10/2020 11:00,no,no
29294,1139,1.0,157,65.13,30.41,156.37,26/10/2020 14:00,no,no
29295,1385,1.0,67,3.23,10.59,66.62,26/10/2020 15:00,no,no
29296,1385,0.0,84,38.87,12.32,75.83,26/10/2020 15:00,no,no
29298,1385,0.0,87,34.97,12.49,84.93,26/10/2020 17:00,no,no
29299,2092,1.0,663,283.27,117.86,636.86,26/10/2020 17:00,no,no
29300,1155,1.0,341,176.77,43.45,307.12,26/10/2020 17:00,no,no
29301,5394,1.0,77,25.83,9.89,67.25,26/10/2020 17:00,no,no
29302,7214,1.0,102,30.1,10.76,73.15,26/10/2020 18:00,no,no
29303,1234,1.0,3088,1430.23,391.31,2995.49,26/10/2020 18:00,no,no
29304,1354,0.0,68,24.2,10.49,66.14,26/10/2020 19:00,no,no
29305,1139,1.0,164,56.23,25.5,158.23,26/10/2020 19:00,no,no
29306,1155,1.0,313,146.8,34.6,285.22,26/10/2020 19:00,no,no
29307,2092,1.0,130,42,21.89,129.56,26/10/2020 19:00,no,no
29308,1385,1.0,373,159.73,54.2,322.33,26/10/2020 19:00,no,no
29309,1139,1.0,204,122.5,26.34,201.52,26/10/2020 19:00,no,no
29310,5411,1.0,104,53.23,16.61,103.08,26/10/2020 20:00,no,no
